"","V1","V2"
"2925",1,0.1
"2926",1,0.5
"2927",1,1.7
"2928",1,1.55
"2929",1,0.95
"2930",1,1.8
"2931",1,1.5
"2932",1,1.65
"2933",1,1.7
"2934",1,0.7
"2935",1,0.85
"2936",1,1.95
"2937",1,0.7
"2938",1,1.8
"2939",1,1.15
"2940",1,0.95
"2941",1,1.1
"2942",1,0.1
"2943",1,1.15
"2944",1,0.8
"2945",1,1.25
"2946",1,0.1
"2947",1,0.35
"2948",1,1.1
"2949",1,1.65
"2950",1,0.8
"2951",1,1.6
"2952",1,1.55
"2953",1,1.45
"2954",1,1.3
"2955",1,0.8
"2956",1,1.45
"2957",1,0.45
"2958",1,0.75
"2959",1,1.7
"2960",1,1.85
"2961",1,1.15
"2962",1,0.75
"2963",1,0.45
"2964",1,2
"2965",1,1.45
"2966",1,0.7
"2967",1,1.45
"2968",1,1.75
"2969",1,1.85
"2970",1,1.45
"2971",1,0.35
"2972",1,1.45
"2973",1,1.1
"2974",1,0.8
"2975",1,1.85
"2976",1,1
"2977",1,0.55
"2978",1,1.6
"2979",1,1.85
"2980",1,1.7
"2981",1,0.4
"2982",1,0.45
"2983",1,0.7
"2984",1,1.5
"2985",1,1.65
"2986",1,1.6
"2987",1,1.05
"2988",1,0.95
"2989",1,1.25
"2990",1,0.65
"2991",1,0.05
"2992",1,1.05
"2993",1,0.95
"2994",1,0.85
"2995",1,1.9
"2996",1,1.8
"2997",1,1.85
"2998",1,0.25
"2999",1,0.8
"3000",1,0.1
"3001",1,0.45
"3002",1,0.5
"3003",1,0.35
"3004",1,1.05
"3005",1,0.35
"3006",1,0.65
"3007",1,1.9
"3008",1,1.45
"3009",1,1.4
"3010",1,1.85
"3011",1,0.25
"3012",1,1.9
"3013",1,1.6
"3014",1,1.05
"3015",1,0.9
"3016",1,1.85
"3017",1,0.55
"3018",1,1.2
"3019",1,0.4
"3020",1,0.9
"3021",1,0.25
"3022",1,1.7
"3023",1,1.05
"3024",1,1
"3025",1,2
"3026",1,0.85
"3027",1,1.9
"3028",1,0.7
"3029",1,0.6
"3030",1,1.7
"3031",1,1.8
"3032",1,1.1
"3033",1,1.1
"3034",1,1.65
"3035",1,0.55
"3036",1,1.9
"3037",1,1.35
"3038",1,0.6
"3039",1,1.6
"3040",1,0.6
"3041",1,1.85
"3042",1,1.2
"3043",1,1.1
"3044",1,0.6
"3045",1,1.95
"3046",1,0.45
"3047",1,1.9
"3048",1,1
"3049",1,0.1
"3050",1,1.55
"3051",1,1.6
"3052",1,0.75
"3053",1,1
"3054",1,1.9
"3055",1,0.1
"3056",1,1.2
"3057",1,1.7
"3058",1,1.35
"3059",1,0.2
"3060",1,1.35
"3061",1,1.55
"3062",1,0.35
"3063",1,1.25
"3064",1,0.15
"3065",1,0.95
"3066",1,1.75
"3067",1,1.45
"3068",1,0.85
"3069",1,1.9
"3070",1,1.35
"3071",1,1.55
"3072",1,1.2
"3073",1,0.15
"3074",1,0.8
"3075",1,0.5
"3076",1,0.65
"3077",1,0.85
"3078",1,0.15
"3079",1,0.1
"3080",1,0.05
"3081",1,1.15
"3082",1,1.25
"3083",1,2
"3084",1,1.4
"3085",1,0.4
"3086",1,0.4
"3087",1,1.95
"3088",1,0.75
"3089",1,1.3
"3090",1,0.8
"3091",1,1
"3092",1,0.35
"3093",1,1.65
"3094",1,1.7
"3095",1,0.3
"3096",1,1.85
"3097",1,1.95
"3098",1,1.7
"3099",1,1
"3100",1,0.9
"3101",1,1.25
"3102",1,0.15
"3103",1,0.95
"3104",1,1.3
"3105",1,1.9
"3106",1,0.2
"3107",1,0.15
"3108",1,0.2
"3109",1,1.15
"3110",1,0.15
"3111",1,1.5
"3112",1,1.35
"3113",1,0.8
"3114",1,1.7
"3115",1,0.6
"3116",1,1.85
"3117",1,1.2
"3118",1,0.7
"3119",1,1.8
"3120",1,0.15
"3121",1,0.2
"3122",1,1.3
"3123",1,0.2
"3124",1,1.05
"3125",1,1.8
"3126",1,1.75
"3127",1,1.5
"3128",1,0.1
"3129",1,0.15
"3130",1,1.5
"3131",1,2
"3132",1,0.65
"3133",1,0.15
"3134",1,1.1
"3135",1,1.6
"3136",1,0.45
"3137",1,0.2
"3138",1,0.25
"3139",1,0.3
"3140",1,0.65
"3141",1,0.45
"3142",1,0.95
"3143",1,0.75
"3144",1,0.25
"3145",1,1.65
"3146",1,1.75
"3147",1,1.95
"3148",1,1.15
"3149",1,0.2
"3150",1,0.75
"3151",1,0.25
"3152",1,1.15
"3153",1,0.1
"3154",1,1.45
"3155",1,1.8
"3156",1,1.15
"3157",1,1.6
"3158",1,1.85
"3159",1,1.7
"3160",1,0.65
"3161",1,0.75
"3162",1,0.65
"3163",1,0.6
"3164",1,1.95
"3165",1,1.35
"3166",1,1.9
"3167",1,0.8
"3168",1,0.75
"3169",1,1.4
"3170",1,1.4
"3171",1,0.5
"3172",1,0.8
"3173",1,1.3
"3174",1,0.65
"3175",1,0.7
"3176",1,1.4
"3177",1,0.95
"3178",1,0.75
"3179",1,1.1
"3180",1,1.95
"3181",1,1.45
"3182",1,1.6
"3183",1,2
"3184",1,0.85
"3185",1,1.45
"3186",1,1.8
"3187",1,1.7
"3188",1,2
"3189",1,1.95
"3190",1,1.7
"3191",1,0.95
"3192",1,0.95
"3193",1,0.4
"3194",1,1.4
"3195",1,1
"3196",1,0.3
"3197",1,0.55
"3198",1,0.7
"3199",1,0.15
"3200",1,0.05
"3201",1,1.35
"3202",1,1.75
"3203",1,0.8
"3204",1,1.3
"3205",1,1.65
"3206",1,1.35
"3207",1,1.95
"3208",1,0.15
"3209",1,0.65
"3210",1,0.35
"3211",1,0.5
"3212",1,1.4
"3213",1,0.05
"3214",1,0.1
"3215",1,1.85
"3216",1,0.5
"3217",1,1.05
"3218",1,0.25
"3219",1,1.4
"3220",1,0.05
"3221",1,0.95
"3222",1,1.9
"3223",1,0.6
"3224",1,0.95
"3225",1,0.15
"3226",1,0.75
"3227",1,1.25
"3228",1,0.85
"3229",1,1.75
"3230",1,1
"3231",1,1.65
"3232",1,1.75
"3233",1,0.7
"3234",1,0.15
"3235",1,1.95
"3236",1,1.55
"3237",1,1.65
"3238",1,0.75
"3239",1,0.25
"3240",1,0.7
"3241",1,1.25
"3242",1,0.7
"3243",1,0.25
"3244",1,0.55
"3245",1,1.5
"3246",1,1.3
"3247",1,0.4
"3248",1,0.85
"3249",1,1.75
"3250",1,0.15
"3251",1,1.7
"3252",1,0.8
"3253",1,1.55
"3254",1,1.1
"3255",1,1.55
"3256",1,0.75
"3257",1,1.15
"3258",1,0.15
"3259",1,1.65
"3260",1,1.9
"3261",1,0.35
"3262",1,1.9
"3263",1,1
"3264",1,1.75
"3265",1,1.9
"3266",1,1.75
"3267",1,0.25
"3268",1,0.35
"3269",1,1.6
"3270",1,0.2
"3271",1,1.2
"3272",1,1.35
"3273",1,0.8
"3274",1,1.6
"3275",1,0.15
"3276",1,0.2
"3277",1,1.55
"3278",1,1.5
"3279",1,1.9
"3280",1,1.85
"3281",1,0.15
"3282",1,0.05
"3283",1,1.2
"3284",1,1.15
"3285",1,1.15
"3286",1,1.75
"3287",1,1.05
"3288",1,1.1
"3289",1,0.35
"3290",1,1.15
"3291",1,1.7
"3292",1,1.6
"3293",1,1.35
"3294",1,1.95
"3295",1,0.3
"3296",1,1.15
"3297",1,0.15
"3298",1,0.8
"3299",1,0.75
"3300",1,1.65
"3301",1,1.85
"3302",1,0.3
"3303",1,1.65
"3304",1,1.55
"3305",1,2
"3306",1,0.1
"3307",1,1.8
"3308",1,1.6
"3309",1,1.85
"3310",1,0.25
"3311",1,1.75
"3312",1,0.05
"3313",1,1.9
"3314",1,1.75
"3315",1,0.65
"3316",1,0.05
"3317",1,1.65
"3318",1,0.6
"3319",1,1.15
"3320",1,0.2
"3321",1,1.4
"3322",1,1.85
"3323",1,0.3
"3324",1,1.35
"3325",1,1.15
"3326",1,0.4
"3327",1,0.7
"3328",1,0.45
"3329",1,0.65
"3330",1,1.7
"3331",1,0.65
"3332",1,1.35
"3333",1,0.45
"3334",1,0.4
"3335",1,0.95
"3336",1,0.1
"3337",1,1.05
"3338",1,1
"3339",1,0.85
"3340",1,1.9
"3341",1,1.05
"3342",1,0.9
"3343",1,1.05
"3344",1,0.75
"3345",1,0.7
"3346",1,0.7
"3347",1,1.95
"3348",1,0.1
"3349",1,0.25
"3350",1,1.8
"3351",1,1.55
"3352",1,0.4
"3353",1,1.75
"3354",1,0.7
"3355",1,1.8
"3356",1,0.95
"3357",1,0.75
"3358",1,1.55
"3359",1,0.3
"3360",1,0.9
"3361",1,0.4
"3362",1,0.2
"3363",1,1.55
"3364",1,1.6
"3365",1,1.65
"3366",1,0.55
"3367",1,0.3
"3368",1,0.55
"3369",1,0.75
"3370",1,1.9
"3371",1,1.45
"3372",1,1.65
"3373",1,0.85
"3374",1,1.85
"3375",1,1.25
"3376",1,1.6
"3377",1,1.85
"3378",1,1.4
"3379",1,0.6
"3380",1,1.95
"3381",1,1.65
"3382",1,1.95
"3383",1,1.15
"3384",1,1.5
"3385",1,1.35
"3386",1,0.65
"3387",1,1.35
"3388",1,0.35
"3389",1,0.95
"3390",1,1.6
"3391",1,0.5
"3392",1,1.2
"3393",1,0.5
"3394",1,0.15
"3395",1,1.1
"3396",1,0.45
"3397",1,1.55
"3398",1,0.55
"3399",1,1.85
"3400",1,0.45
"3401",1,0.85
"3402",1,1.1
"3403",1,1
"3404",1,1.95
"3405",1,0.8
"3406",1,1.95
"3407",1,0.9
"3408",1,0.9
"3409",1,1.4
"3410",1,0.65
"3411",1,1.85
"3412",1,1.5
"3413",1,1.4
"3414",1,0.3
"3415",1,0.5
"3416",1,1.55
"3417",1,0.7
"3418",1,0.05
"3419",1,1
"3420",1,0.95
"3421",1,0.35
"3422",1,1.9
"3423",1,0.1
"3424",1,1.25
"3425",1,0.1
"3426",1,0.1
"3427",1,0.35
"3428",1,0.3
"3429",1,0.55
"3430",1,1.05
"3431",1,0.1
"3432",1,0.6
"3433",1,0.55
"3434",1,1.3
"3435",1,1.55
"3436",1,0.95
"3437",1,1.5
"3438",1,0.25
"3439",1,0.1
"3440",1,1.15
"3441",1,0.05
"3442",1,1.15
"3443",1,0.7
"3444",1,1.25
"3445",1,0.6
"3446",1,0.35
"3447",1,0.55
"3448",1,0.1
"3449",1,0.85
"3450",1,0.1
"3451",1,1
"3452",1,1.4
"3453",1,0.25
"3454",1,0.25
"3455",1,0.05
"3456",1,0.6
"3457",1,1.6
"3458",1,0.25
"3459",1,1.95
"3460",1,1
"3461",1,0.75
"3462",1,0.3
"3463",1,1.75
"3464",1,0.75
"3465",1,0.8
"3466",1,1.05
"3467",1,1.2
"3468",1,1.35
"3469",1,0.8
"3470",1,1.4
"3471",1,0.7
"3472",1,1.55
"3473",1,1.55
"3474",1,1.45
"3475",1,0.65
"3476",1,1.35
"3477",1,1.5
"3478",1,1.25
"3479",1,1.55
"3480",1,1.15
"3481",1,0.45
"3482",1,0.6
"3483",1,0.9
"3484",1,0.65
"3485",1,1.45
"3486",1,1.8
"3487",1,0.7
"3488",1,1.65
"3489",1,0.5
"3490",1,0.9
"3491",1,1.35
"3492",1,1.35
"3493",1,0.2
"3494",1,1.5
"3495",1,0.2
"3496",1,1.25
"3497",1,1.45
"3498",1,1.75
"3499",1,0.5
"3500",1,0.4
"3501",1,0.65
"3502",1,1.45
"3503",1,0.3
"3504",1,0.6
"3505",1,1.35
"3506",1,0.55
"3507",1,1.5
"3508",1,1.7
"3509",1,1.75
"3510",1,0.4
"3511",1,0.65
"3512",1,1.75
"3513",1,1.2
"3514",1,1.3
"3515",1,1.3
"3516",1,1.95
"3517",1,0.25
"3518",1,1.05
"3519",1,1.75
"3520",1,0.85
"3521",1,1.05
"3522",1,0.15
"3523",1,0.1
"3524",1,1.1
"3525",1,1.4
"3526",1,0.35
"3527",1,0.2
"3528",1,0.3
"3529",1,1.1
"3530",1,0.75
"3531",1,1.85
"3532",1,0.95
"3533",1,1.25
"3534",1,1.8
"3535",1,1.9
"3536",1,0.95
"3537",1,0.8
"3538",1,0.25
"3539",1,0.1
"3540",1,1.65
"3541",1,1.4
"3542",1,1.25
"3543",1,0.75
"3544",1,1.2
"3545",1,0.35
"3546",1,0.55
"3547",1,0.95
"3548",1,1.6
"3549",1,1.2
"3550",1,0.35
"3551",1,0.35
"3552",1,0.65
"3553",1,0.2
"3554",1,1.6
"3555",1,0.7
"3556",1,0.9
"3557",1,0.8
"3558",1,0.1
"3559",1,1.1
"3560",1,1.75
"3561",1,1.8
"3562",1,0.8
"3563",1,1.05
"3564",1,1.3
"3565",1,0.6
"3566",1,2
"3567",1,2
"3568",1,0.85
"3569",1,1.6
"3570",1,1.75
"3571",1,0.75
"3572",1,0.4
"3573",1,0.85
"3574",1,1.2
"3575",1,1.25
"3576",1,0.2
"3577",1,0.5
"3578",1,0.75
"3579",1,1.75
"3580",1,1
"3581",1,0.9
"3582",1,1.9
"3583",1,0.05
"3584",1,0.55
"3585",1,1.6
"3586",1,1.25
"3587",1,0.4
"3588",1,1.2
"3589",1,0.25
"3590",1,1.6
"3591",1,0.05
"3592",1,0.8
"3593",1,0.45
"3594",1,0.5
"3595",1,1
"3596",1,1.7
"3597",1,0.75
"3598",1,0.1
"3599",1,0.8
"3600",1,1.45
"3601",1,0.4
"3602",1,0.4
"3603",1,1.35
"3604",1,2
"3605",1,1.5
"3606",1,1.15
"3607",1,1.95
"3608",1,0.45
"3609",1,2
"3610",1,0.45
"3611",1,0.15
"3612",1,0.85
"3613",1,1.45
"3614",1,1.15
"3615",1,2
"3616",1,0.5
"3617",1,1.15
"3618",1,1.35
"3619",1,0.85
"3620",1,0.35
"3621",1,1.6
"3622",1,0.4
"3623",1,1
"3624",1,0.75
"3625",1,1
"3626",1,1.8
"3627",1,1.65
"3628",1,0.25
"3629",1,0.9
"3630",1,1.35
"3631",1,1.3
"3632",1,0.2
"3633",1,0.6
"3634",1,0.25
"3635",1,1.35
"3636",1,0.2
"3637",1,1.85
"3638",1,0.9
"3639",1,0.15
"3640",1,1
"3641",1,1.25
"3642",1,1.4
"3643",1,0.35
"3644",1,1.1
"3645",1,1.1
"3646",1,1.55
"3647",1,0.65
"3648",1,1
"3649",1,0.75
"3650",1,1.3
"3651",1,1.9
"3652",1,1.75
"3653",1,0.95
"3654",1,1.2
"3655",1,0.05
"3656",1,0.2
"3657",1,1.2
"3658",1,1.7
"3659",1,1.4
"3660",1,1.45
"3661",1,0.2
"3662",1,1.1
"3663",1,1.65
"3664",1,1.7
"3665",1,1.65
"3666",1,1.95
"3667",1,1.75
"3668",1,1.4
"3669",1,1.8
"3670",1,0.65
"3671",1,0.7
"3672",1,0.55
"3673",1,0.9
"3674",1,0.55
"3675",1,0.15
"3676",1,1.35
"3677",1,1.85
"3678",1,0.15
"3679",1,0.55
"3680",1,1.8
"3681",1,0.6
"3682",1,0.15
"3683",1,1.4
"3684",1,1.9
"3685",1,1.15
"3686",1,0.05
"3687",1,0.95
"3688",1,1.25
"3689",1,1.15
"3690",1,0.8
"3691",1,0.85
"3692",1,0.55
"3693",1,1.1
"3694",1,1.55
"3695",1,1.3
"3696",1,1.05
"3697",1,0.65
"3698",1,0.9
"3699",1,0.3
"3700",1,2
"3701",1,1.95
"3702",1,0.35
"3703",1,0.85
"3704",1,0.15
"3705",1,1.1
"3706",1,0.7
"3707",1,1.2
"3708",1,0.15
"3709",1,1.3
"3710",1,0.5
"3711",1,0.2
"3712",1,1.6
"3713",1,0.8
"3714",1,0.5
"3715",1,0.6
"3716",1,1.4
"3717",1,1.45
"3718",1,1.65
"3719",1,1.85
"3720",1,1.95
"3721",1,0.2
"3722",1,1.7
"3723",1,1.1
"3724",1,0.55
"3725",1,0.6
"3726",1,1.6
"3727",1,0.3
"3728",1,0.75
"3729",1,1.85
"3730",1,0.2
"3731",1,0.65
"3732",1,0.55
"3733",1,1.05
"3734",1,0.75
"3735",1,1.35
"3736",1,1.65
"3737",1,0.45
"3738",1,0.25
"3739",1,1.95
"3740",1,1.65
"3741",1,1.5
"3742",1,1.75
"3743",1,1.5
"3744",1,0.1
"3745",1,1.55
"3746",1,0.4
"3747",1,0.25
"3748",1,1.55
"3749",1,0.2
"3750",1,0.95
"3751",1,0.5
"3752",1,1.65
"3753",1,0.45
"3754",1,1.05
"3755",1,1.3
"3756",1,0.35
"3757",1,0.65
"3758",1,0.1
"3759",1,0.1
"3760",1,1.65
"3761",1,0.8
"3762",1,0.35
"3763",1,0.15
"3764",1,1.65
"3765",1,0.05
"3766",1,1.5
"3767",1,0.25
"3768",1,1.6
"3769",1,0.25
"3770",1,0.6
"3771",1,0.25
"3772",1,0.3
"3773",1,0.95
"3774",1,0.85
"3775",1,0.95
"3776",1,1.35
"3777",1,0.5
"3778",1,0.25
"3779",1,0.9
"3780",1,0.35
"3781",1,1.2
"3782",1,0.05
"3783",1,0.15
"3784",1,2
"3785",1,1.75
"3786",1,1.6
"3787",1,1.75
"3788",1,1.6
"3789",1,0.6
"3790",1,0.1
"3791",1,1.8
"3792",1,0.9
"3793",1,1.15
"3794",1,0.8
"3795",1,0.25
"3796",1,0.25
"3797",1,0.55
"3798",1,1.3
"3799",1,0.1
"3800",1,0.35
"3801",1,1.9
"3802",1,0.2
"3803",1,0.25
"3804",1,0.65
"3805",1,1.5
"3806",1,1.45
"3807",1,1.85
"3808",1,1.35
"3809",1,1.3
"3810",1,0.95
"3811",1,1.55
"3812",1,1.95
"3813",1,1.85
"3814",1,0.9
"3815",1,1.2
"3816",1,1.1
"3817",1,1.1
"3818",1,1.95
"3819",1,1
"3820",1,0.25
"3821",1,1.05
"3822",1,1.25
"3823",1,0.65
"3824",1,0.1
"3825",1,1.95
"3826",1,1.95
"3827",1,1.7
"3828",1,0.9
"3829",1,1.25
"3830",1,0.3
"3831",1,0.2
"3832",1,2
"3833",1,1.2
"3834",1,1.3
"3835",1,1.5
"3836",1,0.5
"3837",1,1.2
"3838",1,0.85
"3839",1,0.4
"3840",1,1.2
"3841",1,0.35
"3842",1,0.3
"3843",1,1.45
"3844",1,1.8
"3845",1,1.2
"3846",1,0.2
"3847",1,0.8
"3848",1,1.95
"3849",1,0.25
"3850",1,0.7
"3851",1,1.6
"3852",1,0.6
"3853",1,0.45
"3854",1,0.55
"3855",1,0.3
"3856",1,0.3
"3857",1,1.1
"3858",1,1.65
"3859",1,0.3
"3860",1,1.65
"3861",1,1.25
"3862",1,0.85
"3863",1,0.3
"3864",1,0.3
"3865",1,1.15
"3866",1,0.6
"3867",1,1.95
"3868",1,0.3
"3869",1,1.65
"3870",1,0.75
"3871",1,0.85
"3872",1,1.2
"3873",1,0.6
"3874",1,1.5
"3875",1,0.9
"3876",1,1.95
"3877",1,0.3
"3878",1,1.2
"3879",1,0.05
"3880",1,1.3
"3881",1,2
"3882",1,1.9
"3883",1,1.9
"3884",1,1
"3885",1,0.15
"3886",1,1.15
"3887",1,1.35
"3888",1,1.1
"3889",1,1.25
"3890",1,1.65
"3891",1,1.5
"3892",1,0.75
"3893",1,0.9
"3894",1,0.85
"3895",1,0.15
"3896",1,1.6
"3897",1,1.25
"3898",1,1.9
"3899",1,0.1
"3900",1,1.4
"3901",1,0.9
"3902",1,1.55
"3903",1,0.85
"3904",1,1.5
"3905",1,0.5
"3906",1,1.95
"3907",1,1.1
"3908",1,0.2
"3909",1,1.6
"3910",1,1.15
"3911",1,0.9
"3912",1,1.9
"3913",1,1.7
"3914",1,0.7
"3915",1,0.8
"3916",1,1
"3917",1,1.4
"3918",1,0.45
"3919",1,1.7
"3920",1,1.8
"3921",1,1.9
"3922",1,1.1
"3923",1,1.55
"3924",1,1.6
"3925",1,0.75
"3926",1,0.4
"3927",1,1.7
"3928",1,0.55
"3929",1,1.95
"3930",1,1
"3931",1,0.75
"3932",1,0.45
"3933",1,1.7
"3934",1,2
"3935",1,1.45
"3936",1,0.75
"3937",1,1.7
"3938",1,1
"3939",1,1.45
"3940",1,0.4
"3941",1,1.65
"3942",1,0.3
"3943",1,1.25
"3944",1,1.15
"3945",1,0.45
"3946",1,1.2
"3947",1,0.4
"3948",1,1.8
"3949",1,1.5
"3950",1,0.9
"3951",1,1.45
"3952",1,1.85
"3953",1,0.35
"3954",1,0.15
"3955",1,1.4
"3956",1,1.15
"3957",1,0.2
"3958",1,1.45
"3959",1,0.7
"3960",1,1.1
"3961",1,1.7
"3962",1,0.85
"3963",1,0.15
"3964",1,1.35
"3965",1,1
"3966",1,1.8
"3967",1,0.9
"3968",1,1.6
"3969",1,1.2
"3970",1,1.65
"3971",1,1.85
"3972",1,0.2
"3973",1,1.1
"3974",1,1.7
"3975",1,0.9
"3976",1,0.9
"3977",1,1.3
"3978",1,1.8
"3979",1,1.5
"3980",1,1.55
"3981",1,2
"3982",1,0.4
"3983",1,1.8
"3984",1,1
"3985",1,1.15
"3986",1,1.75
"3987",1,1.35
"3988",1,1.65
"3989",1,0.45
"3990",1,0.35
"3991",1,0.45
"3992",1,1.55
"3993",1,1.2
"3994",1,0.35
"3995",1,1.4
"3996",1,0.35
"3997",1,1.5
"3998",1,1.05
"3999",1,1.05
"4000",1,1.1
"4001",1,1.7
"4002",1,0.6
"4003",1,1.05
"4004",1,1
"4005",1,0.2
"4006",1,1.2
"4007",1,0.85
"4008",1,0.35
"4009",1,0.6
"4010",1,1.55
"4011",1,0.3
"4012",1,0.05
"4013",1,1.95
"4014",1,0.15
"4015",1,1.3
"4016",1,1.05
"4017",1,0.15
"4018",1,0.55
"4019",1,0.35
"4020",1,1
"4021",1,0.65
"4022",1,0.15
"4023",1,1.4
"4024",1,0.3
"4025",1,1.55
"4026",1,1.7
"4027",1,0.7
"4028",1,0.05
"4029",1,0.7
"4030",1,0.1
"4031",1,1
"4032",1,0.7
"4033",1,0.65
"4034",1,0.6
"4035",1,1.3
"4036",1,0.15
"4037",1,1.15
"4038",1,0.85
"4039",1,0.15
"4040",1,2
"4041",1,0.2
"4042",1,2
"4043",1,0.4
"4044",1,0.35
"4045",1,1.95
"4046",1,0.5
"4047",1,1.8
"4048",1,1
"4049",1,1.05
"4050",1,1.85
"4051",1,0.55
"4052",1,1.25
"4053",1,1.5
"4054",1,1.6
"4055",1,1.95
"4056",1,1.55
"4057",1,1.1
"4058",1,0.7
"4059",1,0.5
"4060",1,0.4
"4061",1,1.9
"4062",1,1.1
"4063",1,0.9
"4064",1,0.2
"4065",1,1.45
"4066",1,0.85
"4067",1,1.5
"4068",1,1.9
"4069",1,2
"4070",1,0.9
"4071",1,0.75
"4072",1,0.8
"4073",1,0.8
"4074",1,0.1
"4075",1,1.15
"4076",1,0.55
"4077",1,0.25
"4078",1,1.8
"4079",1,1.2
"4080",1,1.2
"4081",1,1.45
"4082",1,0.35
"4083",1,1.8
"4084",1,1.55
"4085",1,1.7
"4086",1,0.55
"4087",1,0.85
"4088",1,2
"4089",1,1.45
"4090",1,0.3
"4091",1,1.2
"4092",1,1.8
"4093",1,0.95
"4094",1,0.45
"4095",1,0.95
"4096",1,1.5
"4097",1,0.35
"4098",1,0.85
"4099",1,1.55
"4100",1,1.45
"4101",1,1.95
"4102",1,1.7
"4103",1,0.4
"4104",1,1.8
"4105",1,0.55
"4106",1,1.15
"4107",1,1.85
"4108",1,0.7
"4109",1,0.15
"4110",1,1.6
"4111",1,0.65
"4112",1,0.85
"4113",1,0.7
"4114",1,0.3
"4115",1,1.1
"4116",1,0.55
"4117",1,0.85
"4118",1,1.55
"4119",1,0.75
"4120",1,0.45
"4121",1,1.05
"4122",1,1.6
"4123",1,0.95
"4124",1,1.05
"4125",1,1.45
"4126",1,0.6
"4127",1,1.1
"4128",1,0.15
"4129",1,0.5
"4130",1,1.95
"4131",1,0.4
"4132",1,1.05
"4133",1,0.45
"4134",1,0.2
"4135",1,1.25
"4136",1,1.05
"4137",1,1.55
"4138",1,1.6
"4139",1,1.5
"4140",1,0.9
"4141",1,1.6
"4142",1,0.6
"4143",1,1.45
"4144",1,1.25
"4145",1,1.4
"4146",1,0.15
"4147",1,1.6
"4148",1,0.85
"4149",1,1.1
"4150",1,1.1
"4151",1,0.7
"4152",1,1
"4153",1,0.7
"4154",1,0.95
"4155",1,1.8
"4156",1,0.85
"4157",1,0.4
"4158",1,1.8
"4159",1,1.75
"4160",1,2
"4161",1,1.25
"4162",1,0.1
"4163",1,0.95
"4164",1,1.1
"4165",1,2
"4166",1,0.05
"4167",1,1.5
"4168",1,0.6
"4169",1,1.85
"4170",1,1.7
"4171",1,0.55
"4172",1,0.45
"4173",1,0.75
"4174",1,0.3
"4175",1,1.45
"4176",1,0.55
"4177",1,1.6
"4178",1,1.5
"4179",1,0.8
"4180",1,1
"4181",1,1.9
"4182",1,0.5
"4183",1,1.7
"4184",1,0.8
"4185",1,1.95
"4186",1,1.15
"4187",1,1.6
"4188",1,1.9
"4189",1,0.2
"4190",1,1.7
"4191",1,1.65
"4192",1,1.9
"4193",1,0.75
"4194",1,1.5
"4195",1,1.6
"4196",1,1.55
"4197",1,0.2
"4198",1,1.15
"4199",1,0.45
"4200",1,0.75
"4201",1,0.3
"4202",1,1.6
"4203",1,0.9
"4204",1,1.1
"4205",1,1.5
"4206",1,1.3
"4207",1,0.5
"4208",1,1.4
"4209",1,1.05
"4210",1,1.75
"4211",1,0.95
"4212",1,1.25
"4213",1,0.7
"4214",1,1.85
"4215",1,0.4
"4216",1,0.7
"4217",1,0.75
"4218",1,0.3
"4219",1,1.65
"4220",1,0.1
"4221",1,0.05
"4222",1,0.4
"4223",1,0.25
"4224",1,1.7
"4225",1,0.85
"4226",1,1.2
"4227",1,1.3
"4228",1,1.7
"4229",1,0.85
"4230",1,0.15
"4231",1,1.15
"4232",1,1.7
"4233",1,1.2
"4234",1,1.8
"4235",1,1.7
"4236",1,0.1
"4237",1,0.3
"4238",1,1.25
"4239",1,1.65
"4240",1,0.25
"4241",1,0.7
"4242",1,1.55
"4243",1,1.45
"4244",1,1.95
"4245",1,1.5
"4246",1,1.1
"4247",1,0.75
"4248",1,1.7
"4249",1,0.95
"4250",1,0.7
"4251",1,1.35
"4252",1,1.15
"4253",1,0.25
"4254",1,0.15
"4255",1,1.2
"4256",1,0.75
"4257",1,0.65
"4258",1,0.5
"4259",1,1.15
"4260",1,0.55
"4261",1,0.6
"4262",1,0.95
"4263",1,1.85
"4264",1,0.75
"4265",1,0.6
"4266",1,0.5
"4267",1,1.85
"4268",1,1.3
"4269",1,0.05
"4270",1,1.35
"4271",1,1.3
"4272",1,1.9
"4273",1,0.5
"4274",1,1.2
"4275",1,0.8
"4276",1,1.3
"4277",1,1.3
"4278",1,0.95
"4279",1,0.55
"4280",1,1.25
"4281",1,0.6
"4282",1,1.9
"4283",1,1.6
"4284",1,1.7
"4285",1,0.55
"4286",1,1.15
"4287",1,0.5
"4288",1,1
"4289",1,0.15
"4290",1,0.35
"4291",1,0.05
"4292",1,0.9
"4293",1,0.65
"4294",1,1.5
"4295",1,0.8
"4296",1,0.3
"4297",1,0.85
"4298",1,1.95
"4299",1,0.8
"4300",1,0.35
"4301",1,1.55
"4302",1,1.1
"4303",1,0.25
"4304",1,1.85
"4305",1,0.65
"4306",1,0.35
"4307",1,1.5
"4308",1,0.15
"4309",1,0.9
"4310",1,0.15
"4311",1,1.25
"4312",1,1
"4313",1,1.5
"4314",1,0.4
"4315",1,1.05
"4316",1,1.05
"4317",1,1.3
"4318",1,0.3
"4319",1,0.3
"4320",1,1.7
"4321",1,1.5
"4322",1,1.85
"4323",1,1.95
"4324",1,0.8
"4325",1,1.65
"4326",1,2
"4327",1,0.55
"4328",1,0.4
"4329",1,0.6
"4330",1,1.65
"4331",1,1.85
"4332",1,0.55
"4333",1,0.95
"4334",1,0.9
"4335",1,0.45
