"","V1","V2","V3","V4","V5","V6"
"5394",1,152,0,0.9,2,1.9
"5395",1,146,0,0.95,2,0.4
"5396",1,36,0,0.5,0,0.6
"5397",1,34,3,1.5,4,1.3
"5398",1,156,3,1.8,0,0.45
"5399",1,122,2,0.95,0,0.35
"5400",1,110,1,0.5,0,0.1
"5401",1,50,4,0.05,1,0.4
"5402",1,109,1,0.8,1,1
"5403",1,140,0,0.55,1,0.45
"5404",1,140,0,0.15,2,1.25
"5405",1,145,3,1.5,2,1.35
"5406",1,36,1,0.6,1,0.85
"5407",1,66,3,1.95,0,0.85
"5408",1,49,0,0.3,4,1.85
"5409",1,183,1,0.8,1,0.2
"5410",1,28,0,0.2,2,1.65
"5411",1,148,1,0.4,2,0.3
"5412",1,82,0,0.5,2,1.7
"5413",1,137,4,1.65,1,1
"5414",1,116,3,1.75,4,0.4
"5415",1,132,2,1.85,1,0.6
"5416",1,42,1,0.75,1,0.4
"5417",1,87,4,0.5,4,0.7
"5418",1,55,4,1.25,0,0.9
"5419",1,66,3,1.6,0,0.4
"5420",1,190,0,0.8,3,1.8
"5421",1,75,1,0.35,2,1.85
"5422",1,33,4,0.45,0,0.55
"5423",1,118,1,0.65,1,0.1
"5424",1,92,3,2,4,1.85
"5425",1,183,1,0.15,4,0.9
"5426",1,103,2,0.7,3,1.9
"5427",1,166,0,0.5,2,1.75
"5428",1,51,4,0.75,4,0.55
"5429",1,148,0,0.1,4,1.4
"5430",1,122,0,0.4,3,1.75
"5431",1,9,4,0.45,3,1.1
"5432",1,186,4,0.3,4,0.7
"5433",1,22,2,1.3,1,0.6
"5434",1,136,4,0.9,0,0.05
"5435",1,99,0,0.4,1,0.55
"5436",1,86,4,1,4,0.6
"5437",1,128,1,0.25,4,0.55
"5438",1,189,3,1.7,3,1.4
"5439",1,150,4,0.5,2,1
"5440",1,94,0,0.75,4,0.4
"5441",1,7,4,1.05,1,0.05
"5442",1,37,0,0.3,3,1.95
"5443",1,141,3,1.15,4,1.6
"5444",1,8,0,0.75,1,0.85
"5445",1,19,1,0.35,0,0.5
"5446",1,93,1,0.65,2,1.95
"5447",1,57,0,0.25,4,1.15
"5448",1,132,1,0.85,3,1.4
"5449",1,95,3,1.55,2,1.7
"5450",1,111,4,1.3,3,1.4
"5451",1,197,0,0.4,0,0.8
"5452",1,4,4,0.8,1,0.3
"5453",1,77,4,1.5,2,1.35
"5454",1,23,3,1.95,4,0.6
"5455",1,195,4,1.8,4,2
"5456",1,193,2,1.35,1,0.15
"5457",1,35,3,1.2,2,1.85
"5458",1,19,0,0.1,0,0.5
"5459",1,121,2,0.95,4,0.25
"5460",1,7,2,0.9,2,0.65
"5461",1,22,2,0.8,4,0.1
"5462",1,53,1,0.75,4,1.7
"5463",1,166,2,0.25,2,0.65
"5464",1,80,1,0.05,0,0.45
"5465",1,155,0,0.9,1,0.85
"5466",1,147,2,1.75,4,1.35
"5467",1,39,4,0.6,3,1.15
"5468",1,38,1,0.8,1,0.95
"5469",1,8,0,1,1,0.6
"5470",1,181,0,0.45,3,1.4
"5471",1,187,2,0.15,3,1.3
"5472",1,165,4,1.45,0,0.9
"5473",1,195,4,0.55,4,1.1
"5474",1,30,1,0.55,2,1.9
"5475",1,34,4,0.25,0,0.85
"5476",1,115,0,0.95,3,1.4
"5477",1,8,1,0.4,1,0.15
"5478",1,23,1,0.65,0,0.4
"5479",1,10,1,0.65,0,0.7
"5480",1,178,1,0.75,4,0.85
"5481",1,8,4,1.9,3,1.2
"5482",1,159,4,0.55,2,0.95
"5483",1,115,4,1.85,4,0.5
"5484",1,117,1,0.4,0,0.35
"5485",1,177,2,0.7,4,1.1
"5486",1,67,2,1.4,0,0.2
"5487",1,37,0,0.45,4,0.9
"5488",1,29,4,0.95,4,0.55
"5489",1,190,0,0.1,1,0.5
"5490",1,116,4,1,0,0.85
"5491",1,117,2,1.2,2,1.65
"5492",1,78,1,0.55,4,1.8
"5493",1,192,1,0.1,2,1.1
"5494",1,25,2,1.6,2,1.55
"5495",1,76,2,1.8,3,1.3
"5496",1,5,4,2,0,0.3
"5497",1,51,0,0.2,0,0.25
"5498",1,88,1,0.05,1,0.3
"5499",1,192,0,0.5,1,0.2
"5500",1,179,1,0.9,3,1.5
"5501",1,21,0,0.05,2,0.55
"5502",1,161,1,1,1,0.4
"5503",1,21,0,0.55,3,1.25
"5504",1,7,1,0.6,4,1.25
"5505",1,181,4,1.5,4,1.85
"5506",1,86,2,1,3,1.5
"5507",1,128,4,1.45,3,1.65
"5508",1,58,0,0.3,0,0.85
"5509",1,132,3,1.95,2,1.9
"5510",1,127,3,1.9,4,0.4
"5511",1,51,0,0.1,2,1.4
"5512",1,82,2,1.6,2,0.35
"5513",1,140,2,0.35,1,0.2
"5514",1,19,2,0.4,3,1.25
"5515",1,23,2,0.45,4,1.6
"5516",1,96,3,1.8,0,0.25
"5517",1,17,3,1.75,1,0.95
"5518",1,88,4,1.9,0,0.4
"5519",1,67,0,0.4,4,0.7
"5520",1,60,2,1.9,2,0.5
"5521",1,133,2,0.7,3,1.15
"5522",1,106,0,0.85,4,1.4
"5523",1,71,1,0.2,4,1.75
"5524",1,9,0,0.35,4,1.9
"5525",1,9,2,0.3,1,1
"5526",1,52,3,1.1,2,0.1
"5527",1,27,3,1.35,0,0.45
"5528",1,183,1,0.7,4,1.4
"5529",1,30,1,0.15,0,0.35
"5530",1,138,0,0.45,3,2
"5531",1,167,0,0.2,3,1.4
"5532",1,185,3,1.6,4,1.2
"5533",1,183,1,0.15,3,1.55
"5534",1,51,4,0.05,2,0.45
"5535",1,94,4,1.8,4,0.15
"5536",1,160,1,0.45,2,0.7
"5537",1,80,3,1.65,3,1.35
"5538",1,140,4,0.2,0,1
"5539",1,69,3,1.6,2,1.95
"5540",1,163,0,0.25,0,0.8
"5541",1,13,0,0.35,0,0.75
"5542",1,106,2,0.15,3,1.8
"5543",1,38,1,0.45,4,0.75
"5544",1,13,3,1.4,2,1.25
"5545",1,163,4,1,0,0.95
"5546",1,180,1,0.1,0,0.95
"5547",1,157,0,0.7,0,0.15
"5548",1,132,2,1.8,3,1.15
"5549",1,65,0,0.8,2,1.5
"5550",1,126,3,1.3,0,0.95
"5551",1,13,4,1.75,1,0.65
"5552",1,140,0,0.95,0,0.1
"5553",1,178,0,0.6,1,0.85
"5554",1,101,0,0.1,2,0.1
"5555",1,34,1,0.75,1,1
"5556",1,9,1,0.75,0,0.1
"5557",1,54,3,1.4,4,1.7
"5558",1,121,4,1.2,3,1.25
"5559",1,199,0,0.2,3,1.45
"5560",1,154,3,1.75,4,0.65
"5561",1,125,3,1.85,0,0.25
"5562",1,142,1,0.95,1,0.7
"5563",1,196,4,1.9,4,0.75
"5564",1,60,2,1.6,0,0.75
"5565",1,4,3,1.7,2,0.65
"5566",1,165,2,0.15,2,0.45
"5567",1,22,0,0.05,1,0.05
"5568",1,153,4,1.5,0,0.55
"5569",1,171,0,0.85,0,0.3
"5570",1,61,3,1.55,0,0.9
"5571",1,49,2,0.2,3,1.9
"5572",1,29,4,0.8,4,1.85
"5573",1,69,1,0.05,4,0.95
"5574",1,160,3,1.65,4,0.65
"5575",1,45,0,0.35,4,1.2
"5576",1,51,3,1.6,4,1.25
"5577",1,71,4,0.3,1,0.2
"5578",1,108,1,0.3,2,1
"5579",1,166,3,1.5,2,1.5
"5580",1,43,4,1.75,0,0.95
"5581",1,157,2,0.25,0,0.9
"5582",1,146,1,0.25,2,0.7
"5583",1,100,0,0.5,2,0.25
"5584",1,86,0,0.95,4,0.65
"5585",1,151,0,0.25,1,0.45
"5586",1,144,3,1.5,1,0.15
"5587",1,17,0,0.55,2,0.75
"5588",1,163,3,1.05,0,0.35
"5589",1,168,2,1.7,4,0.35
"5590",1,82,4,0.35,0,0.4
"5591",1,73,3,1.4,1,0.8
"5592",1,154,2,1.5,2,0.2
"5593",1,29,0,0.85,1,0.4
"5594",1,99,4,0.35,1,0.7
"5595",1,105,2,0.5,1,0.35
"5596",1,26,3,1.6,2,0.7
"5597",1,191,3,1.45,2,0.4
"5598",1,160,1,0.25,2,0.35
"5599",1,7,3,1.75,4,1.3
"5600",1,91,4,1.3,1,0.1
"5601",1,115,4,2,2,1.4
"5602",1,2,1,0.25,1,0.6
"5603",1,170,1,0.4,1,0.85
"5604",1,86,2,0.9,2,0.45
"5605",1,183,0,1,2,1.9
"5606",1,193,1,0.85,1,0.55
"5607",1,80,2,1.1,4,1.2
"5608",1,97,3,1.6,4,0.95
"5609",1,68,0,0.7,3,1.95
"5610",1,163,0,0.65,0,0.75
"5611",1,116,4,0.35,1,0.9
"5612",1,108,1,1,0,0.8
"5613",1,62,0,0.55,2,0.15
"5614",1,72,3,1.65,3,1.25
"5615",1,182,3,1.25,1,0.85
"5616",1,174,3,1.6,0,0.8
"5617",1,96,2,1.1,2,1.15
"5618",1,184,2,1.65,4,1.85
"5619",1,117,1,0.7,0,0.75
"5620",1,147,4,0.85,2,0.8
"5621",1,189,1,0.75,2,0.5
"5622",1,68,4,0.85,1,1
"5623",1,53,0,0.95,1,1
"5624",1,121,2,1.35,3,1.8
"5625",1,121,0,0.1,2,0.75
"5626",1,89,3,1.2,4,1.15
"5627",1,157,4,0.55,1,0.45
"5628",1,24,0,0.95,1,0.45
"5629",1,66,3,1.15,2,0.4
"5630",1,158,2,0.4,0,0.45
"5631",1,132,2,1.95,3,2
"5632",1,193,1,0.9,0,0.7
"5633",1,149,1,0.95,2,1.8
"5634",1,127,0,0.5,2,0.95
"5635",1,93,4,0.5,1,0.6
"5636",1,37,1,0.3,1,0.2
"5637",1,123,0,0.35,0,0.6
"5638",1,149,0,0.9,0,0.95
"5639",1,66,3,1.35,1,0.8
"5640",1,65,2,0.4,4,0.75
"5641",1,104,4,1.45,1,0.85
"5642",1,183,0,0.3,0,0.05
"5643",1,118,4,1.65,0,0.35
"5644",1,47,0,0.95,3,1.05
"5645",1,123,3,1.35,3,1.55
"5646",1,183,2,0.2,1,0.15
"5647",1,196,4,0.3,3,1.95
"5648",1,87,4,0.25,4,0.35
"5649",1,124,2,0.9,0,0.1
"5650",1,73,3,2,4,1.3
"5651",1,151,4,1.55,4,0.45
"5652",1,32,2,1.2,2,1.35
"5653",1,19,0,0.85,4,0.25
"5654",1,77,3,1.4,2,1.4
"5655",1,198,0,0.6,1,1
"5656",1,187,0,0.15,4,0.2
"5657",1,35,3,1.85,1,0.25
"5658",1,56,3,1.95,1,0.5
"5659",1,74,2,1.35,0,0.6
"5660",1,96,4,0.05,2,0.6
"5661",1,65,3,1.55,2,0.15
"5662",1,97,0,0.9,0,0.2
"5663",1,71,2,0.3,4,0.8
"5664",1,162,1,1,1,0.05
"5665",1,143,0,0.85,2,1.9
"5666",1,53,1,0.15,0,0.3
"5667",1,40,1,0.9,1,0.8
"5668",1,32,2,0.45,3,1.75
"5669",1,10,3,1.9,0,0.65
"5670",1,195,3,1.2,4,0.9
"5671",1,101,2,0.1,4,0.2
"5672",1,98,4,0.65,4,1.1
"5673",1,69,0,1,1,0.4
"5674",1,44,1,1,4,0.3
"5675",1,89,2,0.95,1,0.65
"5676",1,143,2,0.95,3,1.75
"5677",1,4,0,0.4,0,0.25
"5678",1,195,1,0.7,0,0.1
"5679",1,124,3,1.05,0,0.45
"5680",1,133,1,0.1,2,0.35
"5681",1,188,4,0.5,2,0.45
"5682",1,77,4,1.35,4,0.3
"5683",1,199,4,1.85,2,1.1
"5684",1,31,3,2,3,1.65
"5685",1,8,1,0.05,1,0.6
"5686",1,75,1,0.85,1,0.5
"5687",1,141,3,1.7,3,1.55
"5688",1,115,1,0.55,4,1.5
"5689",1,138,4,0.65,1,0.65
"5690",1,45,3,1.1,1,0.4
"5691",1,134,0,0.05,4,0.1
"5692",1,48,0,0.75,0,0.25
"5693",1,102,0,0.6,3,1.1
"5694",1,72,0,0.15,3,1.65
"5695",1,94,2,0.3,0,0.65
"5696",1,116,4,1.95,0,0.4
"5697",1,97,1,0.7,1,0.9
"5698",1,116,1,1,2,1.8
"5699",1,156,3,1.85,3,1.9
"5700",1,167,4,0.85,2,0.7
"5701",1,27,2,0.1,2,1.3
"5702",1,182,0,1,3,2
"5703",1,8,0,0.45,3,1.6
"5704",1,1,1,0.5,2,1.45
"5705",1,190,3,1.6,4,1.4
"5706",1,2,3,1.3,1,0.5
"5707",1,168,0,0.1,2,0.7
"5708",1,45,4,1.2,1,0.5
"5709",1,175,0,0.45,0,0.85
"5710",1,99,1,0.6,0,0.25
"5711",1,143,0,0.8,1,0.85
"5712",1,191,4,1.5,3,1.3
"5713",1,81,1,0.55,1,0.05
"5714",1,71,2,0.4,4,1.7
"5715",1,98,0,0.85,4,0.4
"5716",1,83,0,0.8,3,1.9
"5717",1,73,4,0.45,2,1.8
"5718",1,48,0,0.1,1,0.95
"5719",1,186,0,0.05,3,1.55
"5720",1,177,4,1.45,0,0.7
"5721",1,16,3,1.1,3,1.5
"5722",1,115,4,0.25,1,0.3
"5723",1,181,4,1.65,3,1.2
"5724",1,56,1,0.4,3,1.7
"5725",1,130,3,1.15,4,0.2
"5726",1,103,3,1.65,2,1.6
"5727",1,70,1,0.45,2,1.9
"5728",1,149,3,1.7,2,1.75
"5729",1,25,1,0.85,0,0.3
"5730",1,107,1,0.7,4,2
"5731",1,36,1,0.5,4,0.3
"5732",1,71,1,0.45,1,0.5
"5733",1,26,4,1.6,3,1.75
"5734",1,45,4,2,3,1.6
"5735",1,81,0,0.85,2,1.75
"5736",1,13,2,1.5,1,0.5
"5737",1,168,3,1.75,4,1.75
"5738",1,121,2,0.3,4,1.6
"5739",1,143,4,0.25,0,0.55
"5740",1,63,0,0.75,1,0.4
"5741",1,94,0,0.45,2,1.75
"5742",1,34,4,0.9,0,0.15
"5743",1,120,4,0.15,0,0.15
"5744",1,84,3,1.75,2,1.45
"5745",1,56,2,0.4,1,0.3
"5746",1,51,0,0.9,1,0.45
"5747",1,63,2,1.75,2,0.7
"5748",1,71,4,1.65,0,0.85
"5749",1,21,0,0.8,4,0.95
"5750",1,40,2,1.55,1,0.95
"5751",1,22,1,0.25,3,1.3
"5752",1,97,2,0.05,4,1.8
"5753",1,85,2,1.8,0,0.3
"5754",1,83,3,1.4,2,1.3
"5755",1,189,0,0.3,0,0.2
"5756",1,160,0,0.65,2,1.15
"5757",1,110,1,0.65,1,0.25
"5758",1,195,1,0.55,1,1
"5759",1,118,2,1.4,2,0.9
"5760",1,80,0,0.15,1,1
"5761",1,20,2,1.65,2,0.75
"5762",1,190,1,0.35,2,0.9
"5763",1,46,1,0.2,1,0.3
"5764",1,113,2,0.1,1,0.55
"5765",1,28,3,1.25,1,0.35
"5766",1,29,2,0.35,3,1.65
"5767",1,138,4,1.55,4,1.3
"5768",1,22,0,0.2,3,1.95
"5769",1,152,2,1.95,4,1.75
"5770",1,177,2,1.6,2,1.75
"5771",1,78,1,0.55,0,1
"5772",1,119,0,0.95,4,1.95
"5773",1,128,0,0.65,0,0.45
"5774",1,126,2,0.3,4,0.3
"5775",1,162,4,0.75,0,1
"5776",1,80,0,0.9,2,1.4
"5777",1,159,0,0.45,4,0.9
"5778",1,93,2,1.7,3,1.5
"5779",1,86,3,1.25,0,0.6
"5780",1,187,3,2,0,0.2
"5781",1,11,2,0.15,4,1.85
"5782",1,65,0,0.05,4,1.25
"5783",1,107,1,0.95,1,0.05
"5784",1,136,1,0.4,2,1.4
"5785",1,3,2,1,2,1.25
"5786",1,131,3,1.1,4,1.75
"5787",1,197,1,0.05,1,0.95
"5788",1,165,1,0.4,2,1.2
"5789",1,127,4,0.1,3,1.25
"5790",1,154,1,0.7,2,1.15
"5791",1,183,1,0.2,2,0.1
"5792",1,153,0,0.15,0,0.95
"5793",1,92,0,0.15,0,1
"5794",1,109,3,1.7,4,0.55
"5795",1,151,1,0.35,2,0.95
"5796",1,50,1,1,2,0.25
"5797",1,161,1,0.2,4,1.4
"5798",1,43,0,0.6,4,1.85
"5799",1,65,4,0.6,4,0.25
"5800",1,192,1,0.5,4,0.9
"5801",1,33,3,1.1,4,1.85
"5802",1,78,1,0.65,4,1.65
"5803",1,25,0,0.05,2,1.3
"5804",1,73,0,0.7,1,0.5
"5805",1,151,3,1.8,1,0.85
"5806",1,129,3,1.75,0,0.2
"5807",1,61,1,0.65,1,0.85
"5808",1,68,2,1.85,4,0.8
"5809",1,98,0,0.55,4,1.4
"5810",1,25,2,1.8,2,1.75
"5811",1,172,4,0.45,0,0.6
"5812",1,110,4,0.35,0,0.15
"5813",1,138,0,0.5,1,0.3
"5814",1,34,3,1.3,1,0.8
"5815",1,17,2,0.2,2,1.15
"5816",1,121,2,1.25,1,0.3
"5817",1,112,4,0.4,3,1.2
"5818",1,40,0,0.3,3,1.6
"5819",1,39,2,0.15,1,0.8
"5820",1,91,2,1.95,0,0.35
"5821",1,18,4,2,1,0.2
"5822",1,99,2,1.85,2,1.1
"5823",1,66,4,0.8,3,1.75
"5824",1,169,4,0.8,0,0.5
"5825",1,158,3,1.1,3,1.3
"5826",1,64,3,1.2,2,1.9
"5827",1,84,0,0.35,2,1.65
"5828",1,98,3,1.5,1,0.65
"5829",1,178,1,0.45,4,0.8
"5830",1,11,2,0.4,0,0.55
"5831",1,88,2,0.6,4,0.85
"5832",1,34,1,0.35,2,1.6
"5833",1,102,4,0.75,3,1.95
"5834",1,42,3,1.35,4,1.95
"5835",1,11,3,2,1,0.3
"5836",1,35,4,0.15,2,1.6
"5837",1,37,0,0.15,1,0.05
"5838",1,23,0,0.15,1,0.85
"5839",1,62,1,0.95,4,0.4
"5840",1,2,1,0.05,4,0.15
"5841",1,48,1,0.6,4,1.3
"5842",1,30,4,1.2,3,1.7
"5843",1,169,4,1.5,2,1.35
"5844",1,49,4,1.8,3,1.3
"5845",1,14,0,0.6,2,1.8
"5846",1,155,1,0.4,4,0.6
"5847",1,178,3,1.2,1,0.95
"5848",1,128,2,0.65,3,1.15
"5849",1,90,1,0.5,0,0.05
"5850",1,69,4,0.2,2,0.95
"5851",1,198,1,0.9,3,1.65
"5852",1,24,3,1.5,4,0.8
"5853",1,73,1,0.5,1,0.35
"5854",1,27,0,0.2,2,0.4
"5855",1,75,0,1,4,1
"5856",1,125,0,0.2,4,0.65
"5857",1,44,3,1.75,3,1.7
"5858",1,158,1,0.9,2,0.7
"5859",1,161,4,1.8,2,1
"5860",1,82,1,0.65,0,0.2
"5861",1,28,1,0.4,2,0.95
"5862",1,182,4,1.55,4,1.9
"5863",1,55,2,1.65,0,1
"5864",1,77,2,0.15,0,0.5
"5865",1,7,0,0.6,4,0.9
"5866",1,74,4,0.45,3,1.5
"5867",1,75,4,1.45,0,0.85
"5868",1,42,0,0.8,0,0.1
"5869",1,132,2,1.7,3,1.45
"5870",1,108,4,0.95,0,0.45
"5871",1,2,3,1.9,3,1.35
"5872",1,21,2,1.95,1,0.6
"5873",1,17,4,0.5,1,0.6
"5874",1,85,1,0.7,0,0.55
"5875",1,30,0,0.85,2,1.3
"5876",1,55,2,1.05,4,1.15
"5877",1,64,1,0.4,3,1.85
"5878",1,149,0,0.25,2,1.9
"5879",1,143,2,0.45,0,0.95
"5880",1,62,2,0.65,1,0.4
"5881",1,109,4,1.45,1,0.25
"5882",1,136,0,0.35,3,1.4
"5883",1,114,2,1.4,4,1.2
"5884",1,144,4,0.15,1,1
"5885",1,71,3,1.4,4,0.95
"5886",1,118,3,1.05,4,0.5
"5887",1,54,4,0.3,2,0.95
"5888",1,116,3,1.05,4,0.1
"5889",1,132,2,0.95,1,0.45
"5890",1,49,0,0.85,1,0.55
"5891",1,140,0,0.95,3,1.75
"5892",1,65,0,0.75,1,0.35
"5893",1,126,4,0.25,0,0.05
"5894",1,79,0,0.25,0,0.6
"5895",1,49,0,0.5,1,0.2
"5896",1,132,1,0.65,0,1
"5897",1,116,2,1.25,2,0.15
"5898",1,110,4,0.4,4,1.6
"5899",1,159,1,0.7,1,0.85
"5900",1,197,0,0.3,3,1.45
"5901",1,23,0,0.5,2,1.85
"5902",1,184,0,0.85,0,0.75
"5903",1,16,2,1,1,0.15
"5904",1,149,4,1.1,2,1.45
"5905",1,133,1,0.75,2,1.65
"5906",1,146,0,0.8,3,1.1
"5907",1,120,4,1.1,1,0.5
"5908",1,72,3,1.75,0,0.25
"5909",1,146,3,1.25,4,0.35
"5910",1,158,1,0.55,4,0.75
"5911",1,185,4,0.85,1,0.75
"5912",1,140,1,0.05,0,0.2
"5913",1,98,2,1.45,4,0.55
"5914",1,11,1,0.6,3,1.5
"5915",1,95,4,0.8,1,0.8
"5916",1,184,2,1.3,2,1.85
"5917",1,63,4,0.2,0,0.7
"5918",1,197,3,1.1,2,1.25
"5919",1,88,4,1.75,0,0.05
"5920",1,93,1,0.3,1,0.35
"5921",1,58,0,0.15,2,0.6
"5922",1,181,2,1.85,2,1.6
"5923",1,164,3,2,3,1.15
"5924",1,163,3,2,3,1.25
"5925",1,82,4,0.25,4,0.6
"5926",1,162,2,0.75,2,1.3
"5927",1,66,3,1.55,1,0.15
"5928",1,72,1,0.85,1,0.35
"5929",1,119,1,0.65,3,1.15
"5930",1,181,3,1.85,1,0.05
"5931",1,152,1,0.8,4,0.5
"5932",1,156,4,0.3,2,0.6
"5933",1,91,4,0.5,2,1.85
"5934",1,17,2,0.8,0,1
"5935",1,20,3,1.8,0,0.6
"5936",1,34,4,0.35,1,0.4
"5937",1,106,1,0.45,2,0.8
"5938",1,105,0,0.95,2,1.45
"5939",1,69,4,0.9,0,0.1
"5940",1,105,3,2,1,0.4
"5941",1,55,3,1.65,2,1.8
"5942",1,115,3,1.75,0,0.55
"5943",1,92,3,1.35,0,0.45
"5944",1,56,3,1.55,3,1.15
"5945",1,173,4,1.5,1,0.3
"5946",1,78,4,1.2,0,0.8
"5947",1,132,2,0.45,2,1.7
"5948",1,82,1,0.75,3,2
"5949",1,166,1,0.35,1,0.15
"5950",1,5,3,2,1,0.75
"5951",1,46,2,0.1,1,0.25
"5952",1,32,4,0.15,4,0.55
"5953",1,87,4,0.5,2,1.6
"5954",1,106,0,0.3,1,0.6
"5955",1,29,0,0.85,1,0.6
"5956",1,144,2,0.05,0,0.75
"5957",1,16,0,0.4,3,1.95
"5958",1,19,4,0.55,4,1.9
"5959",1,114,0,0.8,0,0.7
"5960",1,94,2,0.5,0,1
"5961",1,41,2,0.65,1,0.55
"5962",1,9,4,1.65,0,0.3
"5963",1,65,4,1.1,2,1.15
"5964",1,56,0,0.7,4,0.9
"5965",1,107,0,0.05,0,0.25
"5966",1,29,2,0.95,4,1
"5967",1,37,0,0.3,0,0.1
"5968",1,96,2,1.65,1,0.05
"5969",1,86,4,1.75,3,1.8
"5970",1,60,2,0.85,4,1.9
"5971",1,180,4,2,0,0.65
"5972",1,157,3,1.6,2,1.35
"5973",1,150,4,0.8,2,1.5
"5974",1,114,1,0.3,4,0.1
"5975",1,111,0,0.55,2,1.3
"5976",1,23,0,0.8,4,0.5
"5977",1,162,0,0.5,4,0.05
"5978",1,178,4,0.15,4,0.05
"5979",1,24,0,0.65,2,0.35
"5980",1,68,3,1.1,3,1.15
"5981",1,144,1,0.9,3,1.75
"5982",1,198,0,0.55,1,1
"5983",1,129,4,1.7,0,0.5
"5984",1,64,1,0.8,3,1.7
"5985",1,145,4,0.15,1,0.9
"5986",1,174,4,1.5,1,0.1
"5987",1,105,4,0.3,1,0.1
"5988",1,79,1,0.85,2,1.45
"5989",1,83,4,1.05,1,1
"5990",1,45,2,0.6,2,1.9
"5991",1,6,4,1.2,3,1.5
"5992",1,34,0,0.8,4,0.3
"5993",1,57,3,1.7,1,0.3
"5994",1,40,2,1.2,3,1.9
"5995",1,73,3,1.2,1,0.85
"5996",1,2,4,1.1,0,0.7
"5997",1,166,2,0.05,3,1.95
"5998",1,86,1,0.5,4,1.45
"5999",1,22,2,1.9,2,0.8
"6000",1,146,3,1.75,2,0.4
"6001",1,30,2,1.95,0,0.45
"6002",1,38,4,0.25,1,0.9
"6003",1,117,2,1.2,2,1.05
"6004",1,3,3,1.45,1,0.75
"6005",1,22,2,1.85,3,1.15
"6006",1,37,1,0.75,3,1.65
"6007",1,98,0,0.55,3,1.45
"6008",1,114,2,0.9,4,1.75
"6009",1,5,0,0.8,4,0.8
"6010",1,192,4,1.95,2,0.9
"6011",1,110,1,0.15,4,1.95
"6012",1,40,0,0.4,0,0.5
"6013",1,50,0,0.95,0,0.8
"6014",1,129,0,0.3,2,1.25
"6015",1,121,3,1.8,1,0.5
"6016",1,19,0,0.75,2,1.5
"6017",1,164,4,1.4,0,1
"6018",1,159,4,2,1,0.65
"6019",1,131,3,2,1,0.35
"6020",1,66,2,0.7,2,0.5
"6021",1,63,0,0.85,4,0.65
"6022",1,113,4,0.6,0,1
"6023",1,123,2,1.7,4,1.55
"6024",1,165,0,0.7,3,1.6
"6025",1,96,0,0.6,1,0.45
"6026",1,49,0,0.3,4,0.65
"6027",1,13,4,1.15,1,0.1
"6028",1,101,1,0.95,0,0.75
"6029",1,66,4,0.35,1,0.2
"6030",1,181,1,0.15,0,0.85
"6031",1,32,0,0.35,0,0.8
"6032",1,79,4,0.25,2,1.7
"6033",1,116,0,0.4,0,0.3
"6034",1,62,2,1.6,2,0.4
"6035",1,84,3,1.05,4,0.2
"6036",1,11,0,0.7,3,1.9
"6037",1,140,1,0.35,1,1
"6038",1,133,4,1.3,1,0.55
"6039",1,69,2,1.65,2,0.05
"6040",1,118,0,0.55,1,0.25
"6041",1,128,3,1.7,1,0.25
"6042",1,37,4,0.3,3,2
"6043",1,176,1,0.05,4,0.25
"6044",1,188,1,0.15,4,1.05
"6045",1,113,0,0.15,0,0.2
"6046",1,24,1,0.85,0,0.95
"6047",1,49,4,0.55,0,0.35
"6048",1,146,4,1.05,4,0.85
"6049",1,78,3,1.45,2,0.7
"6050",1,11,0,0.2,2,1.65
"6051",1,31,4,0.9,1,0.9
"6052",1,143,0,0.8,0,0.95
"6053",1,174,3,1.4,4,1.6
"6054",1,184,1,0.15,4,0.85
"6055",1,156,3,1.35,3,1.3
"6056",1,7,0,0.2,2,1.6
"6057",1,4,0,0.85,2,0.15
"6058",1,110,3,1.6,2,1.6
"6059",1,185,1,0.15,3,1.65
"6060",1,31,1,0.75,1,0.3
"6061",1,86,1,0.4,4,1.75
"6062",1,24,2,0.15,3,1.35
"6063",1,24,3,1.55,4,0.6
"6064",1,101,4,0.3,1,0.9
"6065",1,26,1,0.9,0,0.9
"6066",1,165,4,0.7,4,0.65
"6067",1,40,2,0.15,3,1.5
"6068",1,156,1,0.95,1,0.75
"6069",1,44,0,0.25,1,0.45
"6070",1,56,4,1.05,1,0.5
"6071",1,64,1,0.9,1,0.25
"6072",1,179,3,1.5,1,0.1
"6073",1,64,2,1.15,4,1.8
"6074",1,127,3,1.55,0,0.4
"6075",1,186,1,0.55,4,1
"6076",1,148,4,1.65,2,0.8
"6077",1,187,4,1.05,3,1.6
"6078",1,162,4,0.15,0,0.5
"6079",1,177,2,1.3,4,1.15
"6080",1,168,1,0.3,0,0.45
"6081",1,161,3,1.85,1,0.6
"6082",1,98,1,0.3,4,0.85
"6083",1,98,0,0.8,2,0.25
"6084",1,133,4,1.65,2,1.3
"6085",1,123,0,0.6,0,0.05
"6086",1,156,0,0.5,1,1
"6087",1,9,0,0.3,1,0.25
"6088",1,47,2,0.6,4,0.7
"6089",1,168,0,0.5,2,0.55
"6090",1,92,4,1.7,0,0.8
"6091",1,165,4,1.35,1,0.65
"6092",1,120,0,0.75,4,1.55
"6093",1,157,0,0.85,4,0.3
"6094",1,20,4,0.45,4,1.75
"6095",1,21,3,1.9,0,0.2
"6096",1,92,4,1.95,4,0.6
"6097",1,17,0,0.6,0,0.8
"6098",1,40,0,0.8,1,0.2
