,Changepoint,M1,E1,M2,E2
5297,18,0,0.1,1,0.35
5298,124,4,0.95,0,0.55
5299,22,1,0.95,3,1.1
5300,61,4,0.9,0,0.15
5301,90,0,0.55,3,1.45
5302,5,3,1.95,2,1.75
5303,69,0,0.35,4,0.85
5304,29,1,0.4,0,0.3
5305,145,3,1.05,3,1.65
5306,10,1,0.2,2,0.85
5307,10,2,1.1,1,0.25
5308,101,4,1.95,2,1.1
5309,5,1,1.0,0,0.25
5310,179,1,0.55,2,0.6
5311,74,1,0.6,4,0.85
5312,101,3,1.9,0,0.35
5313,60,3,1.55,4,1.9
5314,10,3,1.6,4,0.6
5315,125,4,1.9,4,0.55
5316,141,3,1.45,0,1.0
5317,144,4,1.15,4,0.85
5318,29,0,0.95,0,0.15
5319,166,4,1.65,4,0.7
5320,10,2,1.7,0,0.75
5321,118,1,0.05,2,1.85
5322,112,1,0.8,0,0.5
5323,72,3,1.3,4,1.8
5324,90,4,1.35,2,0.85
5325,44,1,0.55,3,1.7
5326,101,0,0.75,4,1.35
5327,151,0,1.0,3,1.35
5328,87,2,0.5,2,0.25
5329,142,1,1.0,3,1.25
5330,141,4,0.75,4,1.45
5331,57,1,0.6,2,0.95
5332,187,2,0.35,0,0.8
5333,6,3,1.75,1,0.15
5334,139,4,0.35,0,0.9
5335,179,3,1.2,3,1.75
5336,116,2,0.35,1,0.8
5337,188,2,1.55,0,0.55
5338,179,3,1.7,0,0.35
5339,3,0,0.75,0,0.7
5340,121,0,0.4,4,1.5
5341,138,2,0.1,0,0.8
5342,107,2,0.7,0,1.0
5343,160,4,1.35,0,0.25
5344,82,2,1.3,2,0.15
5345,88,4,1.45,4,0.5
5346,105,0,0.75,1,0.4
5347,142,3,2.0,0,0.95
5348,19,2,0.15,2,0.25
5349,193,0,0.75,3,1.25
5350,7,4,0.1,1,0.55
5351,141,4,1.9,4,1.8
5352,25,4,0.4,1,0.8
5353,114,2,1.8,3,1.45
5354,74,1,0.85,1,0.6
5355,94,2,0.35,1,0.95
5356,145,0,0.8,4,0.2
5357,175,1,0.55,2,1.25
5358,95,1,0.55,0,0.85
5359,13,1,0.15,0,0.65
5360,55,4,0.4,2,1.65
5361,179,0,0.9,1,0.3
5362,103,1,0.15,1,0.85
5363,188,0,0.5,3,1.75
5364,62,3,2.0,1,0.05
5365,165,4,1.2,1,0.9
5366,16,1,0.95,4,1.65
5367,40,2,0.85,2,1.05
5368,142,0,0.6,4,0.5
5369,97,4,0.85,0,0.9
5370,123,3,1.7,3,1.55
5371,151,3,1.3,0,0.2
5372,145,4,0.3,0,0.3
5373,160,3,1.1,3,2.0
5374,118,3,1.65,2,0.45
5375,157,3,1.6,2,0.35
5376,93,2,0.5,0,0.35
5377,193,0,0.25,4,0.9
5378,142,4,1.75,2,0.65
5379,11,4,0.95,1,0.3
5380,193,3,1.7,2,1.65
5381,43,2,1.0,0,0.15
5382,14,0,0.15,2,1.25
5383,133,3,1.7,2,0.6
5384,75,1,0.6,3,1.9
5385,147,0,0.45,1,0.65
5386,155,0,0.7,1,0.15
5387,192,4,1.65,4,1.2
5388,31,2,1.8,2,1.75
5389,174,0,0.2,0,0.45
5390,172,2,0.7,3,1.35
5391,14,4,0.4,0,0.45
5392,181,3,2.0,0,0.5
5393,152,0,0.9,2,1.9
5394,146,0,0.95,2,0.4
5395,36,0,0.5,0,0.6
5396,34,3,1.5,4,1.3
5397,156,3,1.8,0,0.45
5398,122,2,0.95,0,0.35
5399,110,1,0.5,0,0.1
5400,50,4,0.05,1,0.4
5401,109,1,0.8,1,1.0
5402,140,0,0.55,1,0.45
5403,140,0,0.15,2,1.25
5404,145,3,1.5,2,1.35
5405,36,1,0.6,1,0.85
5406,66,3,1.95,0,0.85
5407,49,0,0.3,4,1.85
5408,183,1,0.8,1,0.2
5409,28,0,0.2,2,1.65
5410,148,1,0.4,2,0.3
5411,82,0,0.5,2,1.7
5412,137,4,1.65,1,1.0
5413,116,3,1.75,4,0.4
5414,132,2,1.85,1,0.6
5415,42,1,0.75,1,0.4
5416,87,4,0.5,4,0.7
5417,55,4,1.25,0,0.9
5418,66,3,1.6,0,0.4
5419,190,0,0.8,3,1.8
5420,75,1,0.35,2,1.85
5421,33,4,0.45,0,0.55
5422,118,1,0.65,1,0.1
5423,92,3,2.0,4,1.85
5424,183,1,0.15,4,0.9
5425,103,2,0.7,3,1.9
5426,166,0,0.5,2,1.75
5427,51,4,0.75,4,0.55
5428,148,0,0.1,4,1.4
5429,122,0,0.4,3,1.75
5430,9,4,0.45,3,1.1
5431,186,4,0.3,4,0.7
5432,22,2,1.3,1,0.6
5433,136,4,0.9,0,0.05
5434,99,0,0.4,1,0.55
5435,86,4,1.0,4,0.6
5436,128,1,0.25,4,0.55
5437,189,3,1.7,3,1.4
5438,150,4,0.5,2,1.0
5439,94,0,0.75,4,0.4
5440,7,4,1.05,1,0.05
5441,37,0,0.3,3,1.95
5442,141,3,1.15,4,1.6
5443,8,0,0.75,1,0.85
5444,19,1,0.35,0,0.5
5445,93,1,0.65,2,1.95
5446,57,0,0.25,4,1.15
5447,132,1,0.85,3,1.4
5448,95,3,1.55,2,1.7
5449,111,4,1.3,3,1.4
5450,197,0,0.4,0,0.8
5451,4,4,0.8,1,0.3
5452,77,4,1.5,2,1.35
5453,23,3,1.95,4,0.6
5454,195,4,1.8,4,2.0
5455,193,2,1.35,1,0.15
5456,35,3,1.2,2,1.85
5457,19,0,0.1,0,0.5
5458,121,2,0.95,4,0.25
5459,7,2,0.9,2,0.65
5460,22,2,0.8,4,0.1
5461,53,1,0.75,4,1.7
5462,166,2,0.25,2,0.65
5463,80,1,0.05,0,0.45
5464,155,0,0.9,1,0.85
5465,147,2,1.75,4,1.35
5466,39,4,0.6,3,1.15
5467,38,1,0.8,1,0.95
5468,8,0,1.0,1,0.6
5469,181,0,0.45,3,1.4
5470,187,2,0.15,3,1.3
5471,165,4,1.45,0,0.9
5472,195,4,0.55,4,1.1
5473,30,1,0.55,2,1.9
5474,34,4,0.25,0,0.85
5475,115,0,0.95,3,1.4
5476,8,1,0.4,1,0.15
5477,23,1,0.65,0,0.4
5478,10,1,0.65,0,0.7
5479,178,1,0.75,4,0.85
5480,8,4,1.9,3,1.2
5481,159,4,0.55,2,0.95
5482,115,4,1.85,4,0.5
5483,117,1,0.4,0,0.35
5484,177,2,0.7,4,1.1
5485,67,2,1.4,0,0.2
5486,37,0,0.45,4,0.9
5487,29,4,0.95,4,0.55
5488,190,0,0.1,1,0.5
5489,116,4,1.0,0,0.85
5490,117,2,1.2,2,1.65
5491,78,1,0.55,4,1.8
5492,192,1,0.1,2,1.1
5493,25,2,1.6,2,1.55
5494,76,2,1.8,3,1.3
5495,5,4,2.0,0,0.3
5496,51,0,0.2,0,0.25
5497,88,1,0.05,1,0.3
5498,192,0,0.5,1,0.2
5499,179,1,0.9,3,1.5
5500,21,0,0.05,2,0.55
5501,161,1,1.0,1,0.4
5502,21,0,0.55,3,1.25
5503,7,1,0.6,4,1.25
5504,181,4,1.5,4,1.85
5505,86,2,1.0,3,1.5
5506,128,4,1.45,3,1.65
5507,58,0,0.3,0,0.85
5508,132,3,1.95,2,1.9
5509,127,3,1.9,4,0.4
5510,51,0,0.1,2,1.4
5511,82,2,1.6,2,0.35
5512,140,2,0.35,1,0.2
5513,19,2,0.4,3,1.25
5514,23,2,0.45,4,1.6
5515,96,3,1.8,0,0.25
5516,17,3,1.75,1,0.95
5517,88,4,1.9,0,0.4
5518,67,0,0.4,4,0.7
5519,60,2,1.9,2,0.5
5520,133,2,0.7,3,1.15
5521,106,0,0.85,4,1.4
5522,71,1,0.2,4,1.75
5523,9,0,0.35,4,1.9
5524,9,2,0.3,1,1.0
5525,52,3,1.1,2,0.1
5526,27,3,1.35,0,0.45
5527,183,1,0.7,4,1.4
5528,30,1,0.15,0,0.35
5529,138,0,0.45,3,2.0
5530,167,0,0.2,3,1.4
5531,185,3,1.6,4,1.2
5532,183,1,0.15,3,1.55
5533,51,4,0.05,2,0.45
5534,94,4,1.8,4,0.15
5535,160,1,0.45,2,0.7
5536,80,3,1.65,3,1.35
5537,140,4,0.2,0,1.0
5538,69,3,1.6,2,1.95
5539,163,0,0.25,0,0.8
5540,13,0,0.35,0,0.75
5541,106,2,0.15,3,1.8
5542,38,1,0.45,4,0.75
5543,13,3,1.4,2,1.25
5544,163,4,1.0,0,0.95
5545,180,1,0.1,0,0.95
5546,157,0,0.7,0,0.15
5547,132,2,1.8,3,1.15
5548,65,0,0.8,2,1.5
5549,126,3,1.3,0,0.95
5550,13,4,1.75,1,0.65
5551,140,0,0.95,0,0.1
5552,178,0,0.6,1,0.85
5553,101,0,0.1,2,0.1
5554,34,1,0.75,1,1.0
5555,9,1,0.75,0,0.1
5556,54,3,1.4,4,1.7
5557,121,4,1.2,3,1.25
5558,199,0,0.2,3,1.45
5559,154,3,1.75,4,0.65
5560,125,3,1.85,0,0.25
5561,142,1,0.95,1,0.7
5562,196,4,1.9,4,0.75
5563,60,2,1.6,0,0.75
5564,4,3,1.7,2,0.65
5565,165,2,0.15,2,0.45
5566,22,0,0.05,1,0.05
5567,153,4,1.5,0,0.55
5568,171,0,0.85,0,0.3
5569,61,3,1.55,0,0.9
5570,49,2,0.2,3,1.9
5571,29,4,0.8,4,1.85
5572,69,1,0.05,4,0.95
5573,160,3,1.65,4,0.65
5574,45,0,0.35,4,1.2
5575,51,3,1.6,4,1.25
5576,71,4,0.3,1,0.2
5577,108,1,0.3,2,1.0
5578,166,3,1.5,2,1.5
5579,43,4,1.75,0,0.95
5580,157,2,0.25,0,0.9
5581,146,1,0.25,2,0.7
5582,100,0,0.5,2,0.25
5583,86,0,0.95,4,0.65
5584,151,0,0.25,1,0.45
5585,144,3,1.5,1,0.15
5586,17,0,0.55,2,0.75
5587,163,3,1.05,0,0.35
5588,168,2,1.7,4,0.35
5589,82,4,0.35,0,0.4
5590,73,3,1.4,1,0.8
5591,154,2,1.5,2,0.2
5592,29,0,0.85,1,0.4
5593,99,4,0.35,1,0.7
5594,105,2,0.5,1,0.35
5595,26,3,1.6,2,0.7
5596,191,3,1.45,2,0.4
5597,160,1,0.25,2,0.35
5598,7,3,1.75,4,1.3
5599,91,4,1.3,1,0.1
5600,115,4,2.0,2,1.4
5601,2,1,0.25,1,0.6
5602,170,1,0.4,1,0.85
5603,86,2,0.9,2,0.45
5604,183,0,1.0,2,1.9
5605,193,1,0.85,1,0.55
5606,80,2,1.1,4,1.2
5607,97,3,1.6,4,0.95
5608,68,0,0.7,3,1.95
5609,163,0,0.65,0,0.75
5610,116,4,0.35,1,0.9
5611,108,1,1.0,0,0.8
5612,62,0,0.55,2,0.15
5613,72,3,1.65,3,1.25
5614,182,3,1.25,1,0.85
5615,174,3,1.6,0,0.8
5616,96,2,1.1,2,1.15
5617,184,2,1.65,4,1.85
5618,117,1,0.7,0,0.75
5619,147,4,0.85,2,0.8
5620,189,1,0.75,2,0.5
5621,68,4,0.85,1,1.0
5622,53,0,0.95,1,1.0
5623,121,2,1.35,3,1.8
5624,121,0,0.1,2,0.75
5625,89,3,1.2,4,1.15
5626,157,4,0.55,1,0.45
5627,24,0,0.95,1,0.45
5628,66,3,1.15,2,0.4
5629,158,2,0.4,0,0.45
5630,132,2,1.95,3,2.0
5631,193,1,0.9,0,0.7
5632,149,1,0.95,2,1.8
5633,127,0,0.5,2,0.95
5634,93,4,0.5,1,0.6
5635,37,1,0.3,1,0.2
5636,123,0,0.35,0,0.6
5637,149,0,0.9,0,0.95
5638,66,3,1.35,1,0.8
5639,65,2,0.4,4,0.75
5640,104,4,1.45,1,0.85
5641,183,0,0.3,0,0.05
5642,118,4,1.65,0,0.35
5643,47,0,0.95,3,1.05
5644,123,3,1.35,3,1.55
5645,183,2,0.2,1,0.15
5646,196,4,0.3,3,1.95
5647,87,4,0.25,4,0.35
5648,124,2,0.9,0,0.1
5649,73,3,2.0,4,1.3
5650,151,4,1.55,4,0.45
5651,32,2,1.2,2,1.35
5652,19,0,0.85,4,0.25
5653,77,3,1.4,2,1.4
5654,198,0,0.6,1,1.0
5655,187,0,0.15,4,0.2
5656,35,3,1.85,1,0.25
5657,56,3,1.95,1,0.5
5658,74,2,1.35,0,0.6
5659,96,4,0.05,2,0.6
5660,65,3,1.55,2,0.15
5661,97,0,0.9,0,0.2
5662,71,2,0.3,4,0.8
5663,162,1,1.0,1,0.05
5664,143,0,0.85,2,1.9
5665,53,1,0.15,0,0.3
5666,40,1,0.9,1,0.8
5667,32,2,0.45,3,1.75
5668,10,3,1.9,0,0.65
5669,195,3,1.2,4,0.9
5670,101,2,0.1,4,0.2
5671,98,4,0.65,4,1.1
5672,69,0,1.0,1,0.4
5673,44,1,1.0,4,0.3
5674,89,2,0.95,1,0.65
5675,143,2,0.95,3,1.75
5676,4,0,0.4,0,0.25
5677,195,1,0.7,0,0.1
5678,124,3,1.05,0,0.45
5679,133,1,0.1,2,0.35
5680,188,4,0.5,2,0.45
5681,77,4,1.35,4,0.3
5682,199,4,1.85,2,1.1
5683,31,3,2.0,3,1.65
5684,8,1,0.05,1,0.6
5685,75,1,0.85,1,0.5
5686,141,3,1.7,3,1.55
5687,115,1,0.55,4,1.5
5688,138,4,0.65,1,0.65
5689,45,3,1.1,1,0.4
5690,134,0,0.05,4,0.1
5691,48,0,0.75,0,0.25
5692,102,0,0.6,3,1.1
5693,72,0,0.15,3,1.65
5694,94,2,0.3,0,0.65
5695,116,4,1.95,0,0.4
5696,97,1,0.7,1,0.9
5697,116,1,1.0,2,1.8
5698,156,3,1.85,3,1.9
5699,167,4,0.85,2,0.7
5700,27,2,0.1,2,1.3
5701,182,0,1.0,3,2.0
5702,8,0,0.45,3,1.6
5703,1,1,0.5,2,1.45
5704,190,3,1.6,4,1.4
5705,2,3,1.3,1,0.5
5706,168,0,0.1,2,0.7
5707,45,4,1.2,1,0.5
5708,175,0,0.45,0,0.85
5709,99,1,0.6,0,0.25
5710,143,0,0.8,1,0.85
5711,191,4,1.5,3,1.3
5712,81,1,0.55,1,0.05
5713,71,2,0.4,4,1.7
5714,98,0,0.85,4,0.4
5715,83,0,0.8,3,1.9
5716,73,4,0.45,2,1.8
5717,48,0,0.1,1,0.95
5718,186,0,0.05,3,1.55
5719,177,4,1.45,0,0.7
5720,16,3,1.1,3,1.5
5721,115,4,0.25,1,0.3
5722,181,4,1.65,3,1.2
5723,56,1,0.4,3,1.7
5724,130,3,1.15,4,0.2
5725,103,3,1.65,2,1.6
5726,70,1,0.45,2,1.9
5727,149,3,1.7,2,1.75
5728,25,1,0.85,0,0.3
5729,107,1,0.7,4,2.0
5730,36,1,0.5,4,0.3
5731,71,1,0.45,1,0.5
5732,26,4,1.6,3,1.75
5733,45,4,2.0,3,1.6
5734,81,0,0.85,2,1.75
5735,13,2,1.5,1,0.5
5736,168,3,1.75,4,1.75
5737,121,2,0.3,4,1.6
5738,143,4,0.25,0,0.55
5739,63,0,0.75,1,0.4
5740,94,0,0.45,2,1.75
5741,34,4,0.9,0,0.15
5742,120,4,0.15,0,0.15
5743,84,3,1.75,2,1.45
5744,56,2,0.4,1,0.3
5745,51,0,0.9,1,0.45
5746,63,2,1.75,2,0.7
5747,71,4,1.65,0,0.85
5748,21,0,0.8,4,0.95
5749,40,2,1.55,1,0.95
5750,22,1,0.25,3,1.3
5751,97,2,0.05,4,1.8
5752,85,2,1.8,0,0.3
5753,83,3,1.4,2,1.3
5754,189,0,0.3,0,0.2
5755,160,0,0.65,2,1.15
5756,110,1,0.65,1,0.25
5757,195,1,0.55,1,1.0
5758,118,2,1.4,2,0.9
5759,80,0,0.15,1,1.0
5760,20,2,1.65,2,0.75
5761,190,1,0.35,2,0.9
5762,46,1,0.2,1,0.3
5763,113,2,0.1,1,0.55
5764,28,3,1.25,1,0.35
5765,29,2,0.35,3,1.65
5766,138,4,1.55,4,1.3
5767,22,0,0.2,3,1.95
5768,152,2,1.95,4,1.75
5769,177,2,1.6,2,1.75
5770,78,1,0.55,0,1.0
5771,119,0,0.95,4,1.95
5772,128,0,0.65,0,0.45
5773,126,2,0.3,4,0.3
5774,162,4,0.75,0,1.0
5775,80,0,0.9,2,1.4
5776,159,0,0.45,4,0.9
5777,93,2,1.7,3,1.5
5778,86,3,1.25,0,0.6
5779,187,3,2.0,0,0.2
5780,11,2,0.15,4,1.85
5781,65,0,0.05,4,1.25
5782,107,1,0.95,1,0.05
5783,136,1,0.4,2,1.4
5784,3,2,1.0,2,1.25
5785,131,3,1.1,4,1.75
5786,197,1,0.05,1,0.95
5787,165,1,0.4,2,1.2
5788,127,4,0.1,3,1.25
5789,154,1,0.7,2,1.15
5790,183,1,0.2,2,0.1
5791,153,0,0.15,0,0.95
5792,92,0,0.15,0,1.0
5793,109,3,1.7,4,0.55
5794,151,1,0.35,2,0.95
5795,50,1,1.0,2,0.25
5796,161,1,0.2,4,1.4
5797,43,0,0.6,4,1.85
5798,65,4,0.6,4,0.25
5799,192,1,0.5,4,0.9
5800,33,3,1.1,4,1.85
5801,78,1,0.65,4,1.65
5802,25,0,0.05,2,1.3
5803,73,0,0.7,1,0.5
5804,151,3,1.8,1,0.85
5805,129,3,1.75,0,0.2
5806,61,1,0.65,1,0.85
5807,68,2,1.85,4,0.8
5808,98,0,0.55,4,1.4
5809,25,2,1.8,2,1.75
5810,172,4,0.45,0,0.6
5811,110,4,0.35,0,0.15
5812,138,0,0.5,1,0.3
5813,34,3,1.3,1,0.8
5814,17,2,0.2,2,1.15
5815,121,2,1.25,1,0.3
5816,112,4,0.4,3,1.2
5817,40,0,0.3,3,1.6
5818,39,2,0.15,1,0.8
5819,91,2,1.95,0,0.35
5820,18,4,2.0,1,0.2
5821,99,2,1.85,2,1.1
5822,66,4,0.8,3,1.75
5823,169,4,0.8,0,0.5
5824,158,3,1.1,3,1.3
5825,64,3,1.2,2,1.9
5826,84,0,0.35,2,1.65
5827,98,3,1.5,1,0.65
5828,178,1,0.45,4,0.8
5829,11,2,0.4,0,0.55
5830,88,2,0.6,4,0.85
5831,34,1,0.35,2,1.6
5832,102,4,0.75,3,1.95
5833,42,3,1.35,4,1.95
5834,11,3,2.0,1,0.3
5835,35,4,0.15,2,1.6
5836,37,0,0.15,1,0.05
5837,23,0,0.15,1,0.85
5838,62,1,0.95,4,0.4
5839,2,1,0.05,4,0.15
5840,48,1,0.6,4,1.3
5841,30,4,1.2,3,1.7
5842,169,4,1.5,2,1.35
5843,49,4,1.8,3,1.3
5844,14,0,0.6,2,1.8
5845,155,1,0.4,4,0.6
5846,178,3,1.2,1,0.95
5847,128,2,0.65,3,1.15
5848,90,1,0.5,0,0.05
5849,69,4,0.2,2,0.95
5850,198,1,0.9,3,1.65
5851,24,3,1.5,4,0.8
5852,73,1,0.5,1,0.35
5853,27,0,0.2,2,0.4
5854,75,0,1.0,4,1.0
5855,125,0,0.2,4,0.65
5856,44,3,1.75,3,1.7
5857,158,1,0.9,2,0.7
5858,161,4,1.8,2,1.0
5859,82,1,0.65,0,0.2
5860,28,1,0.4,2,0.95
5861,182,4,1.55,4,1.9
5862,55,2,1.65,0,1.0
5863,77,2,0.15,0,0.5
5864,7,0,0.6,4,0.9
5865,74,4,0.45,3,1.5
5866,75,4,1.45,0,0.85
5867,42,0,0.8,0,0.1
5868,132,2,1.7,3,1.45
5869,108,4,0.95,0,0.45
5870,2,3,1.9,3,1.35
5871,21,2,1.95,1,0.6
5872,17,4,0.5,1,0.6
5873,85,1,0.7,0,0.55
5874,30,0,0.85,2,1.3
5875,55,2,1.05,4,1.15
5876,64,1,0.4,3,1.85
5877,149,0,0.25,2,1.9
5878,143,2,0.45,0,0.95
5879,62,2,0.65,1,0.4
5880,109,4,1.45,1,0.25
5881,136,0,0.35,3,1.4
5882,114,2,1.4,4,1.2
5883,144,4,0.15,1,1.0
5884,71,3,1.4,4,0.95
5885,118,3,1.05,4,0.5
5886,54,4,0.3,2,0.95
5887,116,3,1.05,4,0.1
5888,132,2,0.95,1,0.45
5889,49,0,0.85,1,0.55
5890,140,0,0.95,3,1.75
5891,65,0,0.75,1,0.35
5892,126,4,0.25,0,0.05
5893,79,0,0.25,0,0.6
5894,49,0,0.5,1,0.2
5895,132,1,0.65,0,1.0
5896,116,2,1.25,2,0.15
5897,110,4,0.4,4,1.6
5898,159,1,0.7,1,0.85
5899,197,0,0.3,3,1.45
5900,23,0,0.5,2,1.85
5901,184,0,0.85,0,0.75
5902,16,2,1.0,1,0.15
5903,149,4,1.1,2,1.45
5904,133,1,0.75,2,1.65
5905,146,0,0.8,3,1.1
5906,120,4,1.1,1,0.5
5907,72,3,1.75,0,0.25
5908,146,3,1.25,4,0.35
5909,158,1,0.55,4,0.75
5910,185,4,0.85,1,0.75
5911,140,1,0.05,0,0.2
5912,98,2,1.45,4,0.55
5913,11,1,0.6,3,1.5
5914,95,4,0.8,1,0.8
5915,184,2,1.3,2,1.85
5916,63,4,0.2,0,0.7
5917,197,3,1.1,2,1.25
5918,88,4,1.75,0,0.05
5919,93,1,0.3,1,0.35
5920,58,0,0.15,2,0.6
5921,181,2,1.85,2,1.6
5922,164,3,2.0,3,1.15
5923,163,3,2.0,3,1.25
5924,82,4,0.25,4,0.6
5925,162,2,0.75,2,1.3
5926,66,3,1.55,1,0.15
5927,72,1,0.85,1,0.35
5928,119,1,0.65,3,1.15
5929,181,3,1.85,1,0.05
5930,152,1,0.8,4,0.5
5931,156,4,0.3,2,0.6
5932,91,4,0.5,2,1.85
5933,17,2,0.8,0,1.0
5934,20,3,1.8,0,0.6
5935,34,4,0.35,1,0.4
5936,106,1,0.45,2,0.8
5937,105,0,0.95,2,1.45
5938,69,4,0.9,0,0.1
5939,105,3,2.0,1,0.4
5940,55,3,1.65,2,1.8
5941,115,3,1.75,0,0.55
5942,92,3,1.35,0,0.45
5943,56,3,1.55,3,1.15
5944,173,4,1.5,1,0.3
5945,78,4,1.2,0,0.8
5946,132,2,0.45,2,1.7
5947,82,1,0.75,3,2.0
5948,166,1,0.35,1,0.15
5949,5,3,2.0,1,0.75
5950,46,2,0.1,1,0.25
5951,32,4,0.15,4,0.55
5952,87,4,0.5,2,1.6
5953,106,0,0.3,1,0.6
5954,29,0,0.85,1,0.6
5955,144,2,0.05,0,0.75
5956,16,0,0.4,3,1.95
5957,19,4,0.55,4,1.9
5958,114,0,0.8,0,0.7
5959,94,2,0.5,0,1.0
5960,41,2,0.65,1,0.55
5961,9,4,1.65,0,0.3
5962,65,4,1.1,2,1.15
5963,56,0,0.7,4,0.9
5964,107,0,0.05,0,0.25
5965,29,2,0.95,4,1.0
5966,37,0,0.3,0,0.1
5967,96,2,1.65,1,0.05
5968,86,4,1.75,3,1.8
5969,60,2,0.85,4,1.9
5970,180,4,2.0,0,0.65
5971,157,3,1.6,2,1.35
5972,150,4,0.8,2,1.5
5973,114,1,0.3,4,0.1
5974,111,0,0.55,2,1.3
5975,23,0,0.8,4,0.5
5976,162,0,0.5,4,0.05
5977,178,4,0.15,4,0.05
5978,24,0,0.65,2,0.35
5979,68,3,1.1,3,1.15
5980,144,1,0.9,3,1.75
5981,198,0,0.55,1,1.0
5982,129,4,1.7,0,0.5
5983,64,1,0.8,3,1.7
5984,145,4,0.15,1,0.9
5985,174,4,1.5,1,0.1
5986,105,4,0.3,1,0.1
5987,79,1,0.85,2,1.45
5988,83,4,1.05,1,1.0
5989,45,2,0.6,2,1.9
5990,6,4,1.2,3,1.5
5991,34,0,0.8,4,0.3
5992,57,3,1.7,1,0.3
5993,40,2,1.2,3,1.9
5994,73,3,1.2,1,0.85
5995,2,4,1.1,0,0.7
5996,166,2,0.05,3,1.95
5997,86,1,0.5,4,1.45
5998,22,2,1.9,2,0.8
5999,146,3,1.75,2,0.4
6000,30,2,1.95,0,0.45
6001,38,4,0.25,1,0.9
6002,117,2,1.2,2,1.05
6003,3,3,1.45,1,0.75
6004,22,2,1.85,3,1.15
6005,37,1,0.75,3,1.65
6006,98,0,0.55,3,1.45
6007,114,2,0.9,4,1.75
6008,5,0,0.8,4,0.8
6009,192,4,1.95,2,0.9
6010,110,1,0.15,4,1.95
6011,40,0,0.4,0,0.5
6012,50,0,0.95,0,0.8
6013,129,0,0.3,2,1.25
6014,121,3,1.8,1,0.5
6015,19,0,0.75,2,1.5
6016,164,4,1.4,0,1.0
6017,159,4,2.0,1,0.65
6018,131,3,2.0,1,0.35
6019,66,2,0.7,2,0.5
6020,63,0,0.85,4,0.65
6021,113,4,0.6,0,1.0
6022,123,2,1.7,4,1.55
6023,165,0,0.7,3,1.6
6024,96,0,0.6,1,0.45
6025,49,0,0.3,4,0.65
6026,13,4,1.15,1,0.1
6027,101,1,0.95,0,0.75
6028,66,4,0.35,1,0.2
6029,181,1,0.15,0,0.85
6030,32,0,0.35,0,0.8
6031,79,4,0.25,2,1.7
6032,116,0,0.4,0,0.3
6033,62,2,1.6,2,0.4
6034,84,3,1.05,4,0.2
6035,11,0,0.7,3,1.9
6036,140,1,0.35,1,1.0
6037,133,4,1.3,1,0.55
6038,69,2,1.65,2,0.05
6039,118,0,0.55,1,0.25
6040,128,3,1.7,1,0.25
6041,37,4,0.3,3,2.0
6042,176,1,0.05,4,0.25
6043,188,1,0.15,4,1.05
6044,113,0,0.15,0,0.2
6045,24,1,0.85,0,0.95
6046,49,4,0.55,0,0.35
6047,146,4,1.05,4,0.85
6048,78,3,1.45,2,0.7
6049,11,0,0.2,2,1.65
6050,31,4,0.9,1,0.9
6051,143,0,0.8,0,0.95
6052,174,3,1.4,4,1.6
6053,184,1,0.15,4,0.85
6054,156,3,1.35,3,1.3
6055,7,0,0.2,2,1.6
6056,4,0,0.85,2,0.15
6057,110,3,1.6,2,1.6
6058,185,1,0.15,3,1.65
6059,31,1,0.75,1,0.3
6060,86,1,0.4,4,1.75
6061,24,2,0.15,3,1.35
6062,24,3,1.55,4,0.6
6063,101,4,0.3,1,0.9
6064,26,1,0.9,0,0.9
6065,165,4,0.7,4,0.65
6066,40,2,0.15,3,1.5
6067,156,1,0.95,1,0.75
6068,44,0,0.25,1,0.45
6069,56,4,1.05,1,0.5
6070,64,1,0.9,1,0.25
6071,179,3,1.5,1,0.1
6072,64,2,1.15,4,1.8
6073,127,3,1.55,0,0.4
6074,186,1,0.55,4,1.0
6075,148,4,1.65,2,0.8
6076,187,4,1.05,3,1.6
6077,162,4,0.15,0,0.5
6078,177,2,1.3,4,1.15
6079,168,1,0.3,0,0.45
6080,161,3,1.85,1,0.6
6081,98,1,0.3,4,0.85
6082,98,0,0.8,2,0.25
6083,133,4,1.65,2,1.3
6084,123,0,0.6,0,0.05
6085,156,0,0.5,1,1.0
6086,9,0,0.3,1,0.25
6087,47,2,0.6,4,0.7
6088,168,0,0.5,2,0.55
6089,92,4,1.7,0,0.8
6090,165,4,1.35,1,0.65
6091,120,0,0.75,4,1.55
6092,157,0,0.85,4,0.3
6093,20,4,0.45,4,1.75
6094,21,3,1.9,0,0.2
6095,92,4,1.95,4,0.6
6096,17,0,0.6,0,0.8
6097,40,0,0.8,1,0.2
6098,165,4,1.4,4,1.3
6099,40,0,0.3,3,2.0
6100,35,4,1.75,4,0.35
6101,70,2,0.1,2,0.2
6102,69,1,0.35,4,0.25
6103,189,2,0.55,2,1.75
6104,113,2,1.7,0,0.55
6105,89,4,1.35,2,0.1
6106,89,1,0.35,1,0.7
6107,78,1,0.4,4,1.25
6108,161,0,0.8,3,1.3
6109,175,0,0.25,4,1.8
6110,32,1,0.7,4,1.45
6111,93,2,0.75,3,1.1
6112,1,0,0.8,4,0.6
6113,132,0,0.3,2,0.7
6114,143,4,2.0,2,0.25
6115,113,1,0.3,4,0.85
6116,135,2,1.2,0,0.1
6117,41,1,0.4,1,0.1
6118,114,4,1.25,2,1.0
